Snoring Rate,Respiratory Rate,Body Temperature,Limb Movement,Blood Oxygen,Eye Movement,Sleep Hours,Heart Rate,Stress Level
3.0,12.0,97.7,7.0,100.0,1.0,5.4,77.0,1.0
5.0,12.0,98.3,1.0,94.0,0.0,4.2,67.0,1.0
10.0,17.0,98.3,2.0,93.0,1.0,5.2,78.0,1.0
0.0,22.0,98.2,2.0,98.0,1.0,9.7,67.0,0.0
9.0,23.0,97.0,3.0,98.0,0.0,9.3,69.0,0.0
9.0,20.0,98.0,5.0,97.0,0.0,5.0,88.0,0.0
7.0,12.0,98.2,4.0,97.0,0.0,7.0,71.0,1.0
0.0,14.0,97.7,3.0,94.0,0.0,9.8,60.0,0.0
3.0,23.0,97.7,5.0,92.0,1.0,5.6,99.0,0.0
5.0,13.0,97.6,9.0,97.0,0.0,5.6,94.0,0.0
3.0,24.0,98.1,3.0,91.0,1.0,9.1,84.0,1.0
3.0,18.0,98.6,5.0,94.0,1.0,7.1,60.0,0.0
0.0,25.0,97.8,1.0,100.0,1.0,6.7,69.0,0.0
3.0,22.0,98.1,4.0,92.0,1.0,6.1,66.0,0.0
2.0,19.0,98.2,10.0,95.0,0.0,9.9,62.0,1.0
5.0,18.0,98.7,2.0,100.0,0.0,8.7,94.0,1.0
0.0,25.0,98.4,4.0,100.0,0.0,4.2,94.0,1.0
1.0,13.0,98.6,8.0,93.0,1.0,9.2,91.0,1.0
4.0,14.0,97.6,1.0,100.0,1.0,5.1,98.0,1.0
1.0,24.0,98.3,5.0,92.0,0.0,7.6,63.0,1.0
6.0,18.0,97.2,3.0,95.0,0.0,5.5,82.0,1.0
2.0,23.0,97.1,7.0,93.0,0.0,8.7,85.0,0.0
10.0,18.0,98.6,9.0,91.0,0.0,7.8,87.0,0.0
8.0,15.0,98.1,6.0,90.0,1.0,8.4,93.0,0.0
1.0,12.0,98.5,5.0,95.0,0.0,4.9,95.0,0.0
10.0,23.0,98.9,1.0,93.0,0.0,7.7,83.0,1.0
5.0,16.0,98.9,10.0,94.0,0.0,5.0,90.0,0.0
3.0,17.0,98.6,5.0,96.0,1.0,9.2,73.0,1.0
10.0,14.0,98.3,10.0,91.0,1.0,8.2,90.0,1.0
4.0,25.0,98.6,3.0,94.0,1.0,7.1,98.0,0.0
1.0,12.0,98.2,0.0,97.0,0.0,7.8,66.0,0.0
5.0,21.0,97.3,6.0,100.0,1.0,8.8,64.0,0.0
10.0,14.0,99.0,9.0,95.0,0.0,6.9,70.0,0.0
2.0,18.0,97.2,9.0,90.0,0.0,5.6,87.0,1.0
9.0,20.0,97.2,9.0,96.0,1.0,4.9,68.0,1.0
2.0,13.0,98.0,10.0,91.0,0.0,4.9,71.0,0.0
7.0,19.0,98.7,5.0,94.0,1.0,6.0,61.0,1.0
0.0,20.0,98.4,6.0,90.0,0.0,7.4,87.0,1.0
9.0,17.0,98.4,5.0,95.0,0.0,8.5,81.0,0.0
7.0,23.0,98.7,4.0,90.0,0.0,5.2,68.0,1.0
3.0,12.0,98.6,9.0,100.0,0.0,9.8,91.0,0.0
2.0,16.0,98.3,2.0,96.0,0.0,9.8,60.0,0.0
1.0,12.0,98.8,5.0,91.0,0.0,8.9,95.0,0.0
3.0,14.0,98.2,1.0,100.0,0.0,9.6,60.0,0.0
1.0,13.0,97.8,4.0,96.0,0.0,7.0,83.0,1.0
4.0,24.0,99.0,0.0,91.0,1.0,8.5,88.0,0.0
5.0,14.0,99.0,1.0,94.0,1.0,7.5,83.0,1.0
1.0,24.0,98.0,2.0,100.0,0.0,8.8,90.0,1.0
5.0,22.0,97.8,4.0,93.0,0.0,10.0,63.0,1.0
3.0,24.0,98.1,6.0,98.0,0.0,9.8,89.0,1.0
7.0,18.0,97.8,8.0,97.0,1.0,9.7,75.0,1.0
7.0,16.0,97.1,1.0,94.0,1.0,8.5,90.0,1.0
10.0,20.0,98.9,7.0,94.0,1.0,7.7,81.0,0.0
0.0,22.0,97.3,1.0,92.0,1.0,5.9,99.0,0.0
0.0,23.0,97.3,7.0,90.0,0.0,9.0,99.0,0.0
3.0,20.0,97.4,6.0,98.0,1.0,5.8,81.0,0.0
2.0,21.0,97.2,5.0,92.0,1.0,8.4,82.0,1.0
3.0,17.0,98.6,10.0,93.0,0.0,5.2,90.0,0.0
1.0,22.0,98.6,2.0,92.0,0.0,5.2,71.0,1.0
7.0,24.0,97.2,7.0,97.0,0.0,8.4,63.0,0.0
5.0,19.0,97.4,9.0,92.0,0.0,6.5,72.0,0.0
8.0,17.0,97.4,0.0,96.0,0.0,6.1,87.0,0.0
4.0,24.0,97.6,7.0,90.0,0.0,8.8,61.0,0.0
7.0,13.0,97.6,2.0,92.0,0.0,6.9,74.0,1.0
7.0,20.0,97.7,7.0,95.0,0.0,6.3,73.0,1.0
1.0,17.0,97.6,9.0,96.0,1.0,4.1,64.0,0.0
5.0,16.0,97.5,6.0,95.0,1.0,7.5,74.0,0.0
